equipment_type,area,dept,equip_num,acct_code,grouping1,maintenance_operation1,frequency1,grouping2,maintenance_operation2,frequency2,grouping3,maintenance_operation3,frequency3,grouping4,maintenance_operation4,frequency4,grouping5,maintenance_operation5,frequency5,grouping6,maintenance_operation6,frequency6
WS - Weigh Scale,FM-9,Mechanical,WS-910,70470,172,Monthly Inspection,1M,172,Monthly Lubrication,1M,,,,,,,,,,,,
WS - Weigh Scale,FM-9,Mechanical,WS-922,70470,172,Monthly Inspection,1M,172,Monthly Lubrication,1M,,,,,,,,,,,,
WS - Weigh Scale,FM-9,Mechanical,WS-922,70470,172,Monthly Inspection,1M,172,Monthly Lubrication,1M,,,,,,,,,,,,
AE - Aeration Eq.,Coal Mill,Mechanical,AE-740,70383,173,Monthly Inspection,1M,,,,,,,,,,,,,,,
AG - Agitator,Coal Mill,Mechanical,AG-740,70383,174,Monthly Inspection,1M,,,,,,,,,,,,,,,
AH - Airheater,Coal Mill,Mechanical,AH-720,70383,175,Monthly Inspection,1M,,,,,,,,,,,,,,,
AS - Air Separator,Coal Mill,Mechanical,AS-720,70383,176,Monthly Inspection,1M,,,,,,,,,,,,,,,
AS - Air Separator,Coal Mill,Mechanical,AS-720A,70383,176,Monthly Inspection,1M,,,,176,Semi-Annual Oil Analysis,6M,,,,,,,,,
BC - Bc Filter,Coal Mill,Mechanical,BC-720,70383,177,Monthly Inspection,1M,,,,,,,,,,,,,,,
BC - Bc Filter,Coal Mill,Mechanical,BC-740,70383,177,Monthly Inspection,1M,,,,,,,,,,,,,,,
BU - Butterfly Valve,Coal Mill,Mechanical,BFV-740,70383,178,Monthly Inspection,1M,,,,,,,,,,,,,,,
BL - Building,Coal Mill,Mechanical,BL-700,70383,179,Monthly Inspection,1M,,,,,,,,,,,,,,,
BL - Building,Coal Mill,Mechanical,BL-701,70383,179,Monthly Inspection,1M,,,,,,,,,,,,,,,
BL - Building,Coal Mill,Mechanical,BL-720,70383,179,Monthly Inspection,1M,,,,,,,,,,,,,,,
BL - Building,Coal Mill,Mechanical,BL-740,70383,179,Monthly Inspection,1M,,,,,,,,,,,,,,,
BN - Bin,Coal Mill,Mechanical,BN-720 ,70383,179,Monthly Inspection,1M,,,,,,,,,,,,,,,
BN - Bin,Coal Mill,Mechanical,BN-721 ,70383,179,Monthly Inspection,1M,,,,,,,,,,,,,,,
BN - Bin,Coal Mill,Mechanical,BN-740 ,70383,179,Monthly Inspection,1M,,,,,,,,,,,,,,,
C - Conveyor,Coal Mill,Mechanical,C-700,70383,180,Monthly Inspection,1M,180,Monthly Lubrication,1M,,,,,,,,,,,,
C - Conveyor,Coal Mill,Mechanical,C-701,70383,180,Monthly Inspection,1M,180,Monthly Lubrication,1M,,,,,,,,,,,,
C - Conveyor,Coal Mill,Mechanical,C-710,70383,180,Monthly Inspection,1M,180,Monthly Lubrication,1M,,,,,,,,,,,,
C - Conveyor,Coal Mill,Mechanical,C-711,70383,180,Monthly Inspection,1M,180,Monthly Lubrication,1M,,,,,,,,,,,,
MA - Magnet,Coal Mill,Mechanical,MA-700,70383,180,Monthly Inspection,1M,,,,,,,,,,,,,,,
MD - Metal Detector,Coal Mill,Mechanical,MD-700,70383,180,Monthly Inspection,1M,,,,,,,,,,,,,,,
C - Conveyor,Coal Mill,Mechanical,C-720,70383,181,Monthly Inspection,1M,181,Monthly Lubrication,1M,,,,,,,,,,,,
MA - Magnet,Coal Mill,Mechanical,MA-720,70383,181,Monthly Inspection,1M,,,,,,,,,,,,,,,
CA - Compressor,Coal Mill,Mechanical,CA-721,70383,182,Monthly Inspection,1M,,,,,,,,,,,,,,,
CA - Compressor,Coal Mill,Mechanical,CA-722,70383,182,Monthly Inspection,1M,,,,,,,,,,,,,,,
CA - Compressor,Coal Mill,Mechanical,CA-723,70383,182,Monthly Inspection,1M,,,,,,,,,,,,,,,
CA - Compressor,Coal Mill,Mechanical,CA-740,70383,182,Monthly Inspection,1M,,,,,,,,,,,,,,,
CA - Compressor,Coal Mill,Mechanical,CA-742,70383,182,Monthly Inspection,1M,,,,,,,,,,,,,,,
CA - Compressor,Coal Mill,Mechanical,CA-743,70383,182,Monthly Inspection,1M,,,,,,,,,,,,,,,
CA - Compressor,Coal Mill,Mechanical,CA-744,70383,182,Monthly Inspection,1M,,,,,,,,,,,,,,,
CF - Conveyor Feeder,Coal Mill,Mechanical,CF-700,70383,183,Monthly Inspection,1M,183,Monthly Lubrication,1M,,,,,,,,,,,,
CF - Conveyor Feeder,Coal Mill,Mechanical,CF-700,70383,183,Monthly Inspection,1M,183,Monthly Lubrication,1M,,,,,,,,,,,,
CF - Conveyor Feeder,Coal Mill,Mechanical,CF-710,70383,183,Monthly Inspection,1M,183,Monthly Lubrication,1M,,,,,,,,,,,,
CF - Conveyor Feeder,Coal Mill,Mechanical,CF-710,70383,183,Monthly Inspection,1M,183,Monthly Lubrication,1M,,,,,,,,,,,,
CH - Chute,Coal Mill,Mechanical,CH-720,70383,184,Monthly Inspection,1M,,,,,,,,,,,,,,,
CH - Chute,Coal Mill,Mechanical,CH-721,70383,184,Monthly Inspection,1M,,,,,,,,,,,,,,,
CH - Chute,Coal Mill,Mechanical,CH-722,70383,184,Monthly Inspection,1M,,,,,,,,,,,,,,,
CH - Chute,Coal Mill,Mechanical,CH-723,70383,184,Monthly Inspection,1M,,,,,,,,,,,,,,,
CH - Chute,Coal Mill,Mechanical,CH-740A,70383,184,Monthly Inspection,1M,,,,,,,,,,,,,,,
CH - Chute,Coal Mill,Mechanical,CH-740B,70383,184,Monthly Inspection,1M,,,,,,,,,,,,,,,
CH - Chute,Coal Mill,Mechanical,CH-742A,70383,184,Monthly Inspection,1M,,,,,,,,,,,,,,,
CH - Chute,Coal Mill,Mechanical,CH-742B,70383,184,Monthly Inspection,1M,,,,,,,,,,,,,,,
CH - Chute,Coal Mill,Mechanical,CH-744A,70383,184,Monthly Inspection,1M,,,,,,,,,,,,,,,
CH - Chute,Coal Mill,Mechanical,CH-744B,70383,184,Monthly Inspection,1M,,,,,,,,,,,,,,,
CM - Coal Mill,Coal Mill,Mechanical,CM-720,70383,185,Monthly Inspection,1M,,,,185,Semi-Annual Oil Analysis,6M,,,,,,,,,
CP - Cement Pump,Coal Mill,Mechanical,CP-721 ,70383,186,Monthly Inspection,1M,,,,,,,186,Weekly Ultrasound-assisted Lubrication,1W,,,,,,
CP - Cement Pump,Coal Mill,Mechanical,CP-722 ,70383,187,Monthly Inspection,1M,,,,,,,187,Weekly Ultrasound-assisted Lubrication,1W,,,,,,
DA - Damper,Coal Mill,Mechanical,DA-720,70383,188,Monthly Inspection,1M,,,,,,,,,,,,,,,
DA - Damper,Coal Mill,Mechanical,DA-721,70383,188,Monthly Inspection,1M,,,,,,,,,,,,,,,
DA - Damper,Coal Mill,Mechanical,DA-722,70383,188,Monthly Inspection,1M,,,,,,,,,,,,,,,
DA - Damper,Coal Mill,Mechanical,DA-723,70383,188,Monthly Inspection,1M,,,,,,,,,,,,,,,
DA - Damper,Coal Mill,Mechanical,DA-724,70383,188,Monthly Inspection,1M,,,,,,,,,,,,,,,
DA - Damper,Coal Mill,Mechanical,DA-725,70383,188,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,Coal Mill,Mechanical,DC-700,70383,189,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,Coal Mill,Mechanical,DC-720,70383,189,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,Coal Mill,Mechanical,DC-721,70383,189,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,Coal Mill,Mechanical,DC-722,70383,189,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,Coal Mill,Mechanical,DC-740,70383,189,Monthly Inspection,1M,,,,,,,,,,,,,,,
DU - Duct,Coal Mill,Mechanical,DU-720,70383,190,Monthly Inspection,1M,,,,,,,,,,,,,,,
DU - Duct,Coal Mill,Mechanical,DU-721,70383,190,Monthly Inspection,1M,,,,,,,,,,,,,,,
DU - Duct,Coal Mill,Mechanical,DU-722,70383,190,Monthly Inspection,1M,,,,,,,,,,,,,,,
DU - Duct,Coal Mill,Mechanical,DU-723,70383,190,Monthly Inspection,1M,,,,,,,,,,,,,,,
EV - Explosion Vent,Coal Mill,Mechanical,EV-720,70383,191,Monthly Inspection,1M,,,,,,,,,,,,,,,
EV - Explosion Vent,Coal Mill,Mechanical,EV-721,70383,191,Monthly Inspection,1M,,,,,,,,,,,,,,,
EV - Explosion Vent,Coal Mill,Mechanical,EV-740,70383,191,Monthly Inspection,1M,,,,,,,,,,,,,,,
FN - Fan,Coal Mill,Mechanical,F-700,70383,192,Monthly Inspection,1M,,,,,,,,,,192,Monthly Ultrasound-assisted Lubrication,1M,,,
FN - Fan,Coal Mill,Mechanical,F-720,70383,192,Monthly Inspection,1M,,,,,,,,,,192,Monthly Ultrasound-assisted Lubrication,1M,,,
FN - Fan,Coal Mill,Mechanical,F-721,70383,192,Monthly Inspection,1M,,,,,,,,,,192,Monthly Ultrasound-assisted Lubrication,1M,,,
FN - Fan,Coal Mill,Mechanical,F-722,70383,192,Monthly Inspection,1M,,,,,,,,,,192,Monthly Ultrasound-assisted Lubrication,1M,,,
FN - Fan,Coal Mill,Mechanical,F-723,70383,192,Monthly Inspection,1M,,,,,,,,,,192,Monthly Ultrasound-assisted Lubrication,1M,,,
FN - Fan,Coal Mill,Mechanical,F-724,70383,192,Monthly Inspection,1M,,,,,,,,,,192,Monthly Ultrasound-assisted Lubrication,1M,,,
FN - Fan,Coal Mill,Mechanical,F-726,70383,192,Monthly Inspection,1M,,,,,,,,,,192,Monthly Ultrasound-assisted Lubrication,1M,,,
FN - Fan,Coal Mill,Mechanical,F-725,70383,193,Monthly Inspection,1M,,,,,,,193,Weekly Ultrasound-assisted Lubrication,1W,,,,,,
FG - Flop/Flow Gate,Coal Mill,Mechanical,FG-709,70383,194,Monthly Inspection,1M,,,,,,,,,,,,,,,
FG - Flop/Flow Gate,Coal Mill,Mechanical,FG-710,70383,194,Monthly Inspection,1M,,,,,,,,,,,,,,,
FP - Fire Protection,Coal Mill,Mechanical,FP-720 ,70383,195,Monthly Inspection,1M,,,,,,,,,,,,,,,
FP - Fire Protection,Coal Mill,Mechanical,FP-720A ,70383,195,Monthly Inspection,1M,,,,,,,,,,,,,,,
HP - Hopper,Coal Mill,Mechanical,HP-700,70383,196,Monthly Inspection,1M,,,,,,,,,,,,,,,
HP - Hopper,Coal Mill,Mechanical,HP-710,70383,196,Monthly Inspection,1M,,,,,,,,,,,,,,,
HP - Hopper,Coal Mill,Mechanical,HP-721,70383,196,Monthly Inspection,1M,,,,,,,,,,,,,,,
HP - Hopper,Coal Mill,Mechanical,HP-722,70383,196,Monthly Inspection,1M,,,,,,,,,,,,,,,
HP - Hopper,Coal Mill,Mechanical,HP-740,70383,196,Monthly Inspection,1M,,,,,,,,,,,,,,,
HP - Hopper,Coal Mill,Mechanical,HP-742,70383,196,Monthly Inspection,1M,,,,,,,,,,,,,,,
HP - Hopper,Coal Mill,Mechanical,HP-744,70383,196,Monthly Inspection,1M,,,,,,,,,,,,,,,
IC - Crusher,Coal Mill,Mechanical,IC-710,70383,197,Monthly Inspection,1M,197,Monthly Lubrication,1M,,,,,,,,,,,,
IN - Insulation,Coal Mill,Mechanical,IN-720,70383,198,Monthly Inspection,1M,,,,,,,,,,,,,,,
IS - Isolation Joint,Coal Mill,Mechanical,IS-718,70383,198,Monthly Inspection,1M,,,,,,,,,,,,,,,
IS - Isolation Joint,Coal Mill,Mechanical,IS-719,70383,198,Monthly Inspection,1M,,,,,,,,,,,,,,,
IS - Isolation Joint,Coal Mill,Mechanical,IS-720,70383,198,Monthly Inspection,1M,,,,,,,,,,,,,,,
IS - Isolation Joint,Coal Mill,Mechanical,IS-721,70383,198,Monthly Inspection,1M,,,,,,,,,,,,,,,
IS - Isolation Joint,Coal Mill,Mechanical,IS-721A,70383,198,Monthly Inspection,1M,,,,,,,,,,,,,,,
IS - Isolation Joint,Coal Mill,Mechanical,IS-721B,70383,198,Monthly Inspection,1M,,,,,,,,,,,,,,,
IS - Isolation Joint,Coal Mill,Mechanical,IS-722,70383,198,Monthly Inspection,1M,,,,,,,,,,,,,,,
IS - Isolation Joint,Coal Mill,Mechanical,IS-722A,70383,198,Monthly Inspection,1M,,,,,,,,,,,,,,,
IS - Isolation Joint,Coal Mill,Mechanical,IS-722B,70383,198,Monthly Inspection,1M,,,,,,,,,,,,,,,
IS - Isolation Joint,Coal Mill,Mechanical,IS-723,70383,198,Monthly Inspection,1M,,,,,,,,,,,,,,,
IS - Isolation Joint,Coal Mill,Mechanical,IS-739,70383,198,Monthly Inspection,1M,,,,,,,,,,,,,,,
LC - Loadcell,Coal Mill,Mechanical,LC-740,70383,199,Monthly Inspection,1M,,,,,,,,,,,,,,,
P - Pump H20/Grease/Slurry,Coal Mill,Mechanical,P-700,70383,200,Monthly Inspection,1M,,,,,,,,,,,,,,,
P - Pump H20/Grease/Slurry,Coal Mill,Mechanical,P-720,70383,200,Monthly Inspection,1M,,,,,,,,,,,,,,,
P - Pump H20/Grease/Slurry,Coal Mill,Mechanical,P-721,70383,200,Monthly Inspection,1M,,,,,,,,,,,,,,,
P - Pump H20/Grease/Slurry,Coal Mill,Mechanical,P-722,70383,200,Monthly Inspection,1M,,,,,,,,,,,,,,,
P - Pump H20/Grease/Slurry,Coal Mill,Mechanical,P-722A,70383,200,Monthly Inspection,1M,,,,,,,,,,,,,,,
P - Pump H20/Grease/Slurry,Coal Mill,Mechanical,P-723,70383,200,Monthly Inspection,1M,,,,,,,,,,,,,,,
P - Pump H20/Grease/Slurry,Coal Mill,Mechanical,P-724,70383,200,Monthly Inspection,1M,,,,,,,,,,,,,,,
P - Pump H20/Grease/Slurry,Coal Mill,Mechanical,P-725,70383,200,Monthly Inspection,1M,,,,,,,,,,,,,,,
PG - Pin Gate,Coal Mill,Mechanical,PG-720,70383,201,Monthly Inspection,1M,,,,,,,,,,,,,,,
PG - Pin Gate,Coal Mill,Mechanical,PG-721,70383,201,Monthly Inspection,1M,,,,,,,,,,,,,,,
PP - Piping,Coal Mill,Mechanical,PP-720,70383,202,Monthly Inspection,1M,,,,,,,,,,,,,,,
PP - Piping,Coal Mill,Mechanical,PP-740,70383,202,Monthly Inspection,1M,,,,,,,,,,,,,,,
PP - Piping,Coal Mill,Mechanical,PP-744,70383,202,Monthly Inspection,1M,,,,,,,,,,,,,,,
RC - Rubber Compensator,Coal Mill,Mechanical,RC-740A,70383,203,Monthly Inspection,1M,,,,,,,,,,,,,,,
RC - Rubber Compensator,Coal Mill,Mechanical,RC-740B,70383,203,Monthly Inspection,1M,,,,,,,,,,,,,,,
RC - Rubber Compensator,Coal Mill,Mechanical,RC-742A,70383,203,Monthly Inspection,1M,,,,,,,,,,,,,,,
RC - Rubber Compensator,Coal Mill,Mechanical,RC-742B,70383,203,Monthly Inspection,1M,,,,,,,,,,,,,,,
RC - Rubber Compensator,Coal Mill,Mechanical,RC-744A,70383,203,Monthly Inspection,1M,,,,,,,,,,,,,,,
RC - Rubber Compensator,Coal Mill,Mechanical,RC-744B,70383,203,Monthly Inspection,1M,,,,,,,,,,,,,,,
RS - Rail Car Shaker,Coal Mill,Mechanical,RCS-700,70383,204,Monthly Inspection,1M,,,,,,,,,,,,,,,
SA - Sampler,Coal Mill,Mechanical,SA-720,70383,205,Monthly Inspection,1M,,,,,,,,,,,,,,,
SC - Screw Conveyor,Coal Mill,Mechanical,SC-720,70383,206,Monthly Inspection,1M,206,Monthly Lubrication,1M,,,,,,,,,,,,
SC - Screw Conveyor,Coal Mill,Mechanical,SC-720,70383,206,Monthly Inspection,1M,206,Monthly Lubrication,1M,,,,,,,,,,,,
SC - Screw Conveyor,Coal Mill,Mechanical,SC-721,70383,206,Monthly Inspection,1M,206,Monthly Lubrication,1M,,,,,,,,,,,,
SC - Screw Conveyor,Coal Mill,Mechanical,SC-721,70383,206,Monthly Inspection,1M,206,Monthly Lubrication,1M,,,,,,,,,,,,
SF - Star/Screw Feeder,Coal Mill,Mechanical,SF-700,70383,207,Monthly Inspection,1M,207,Monthly Lubrication,1M,,,,,,,,,,,,
SF - Star/Screw Feeder,Coal Mill,Mechanical,SF-700,70383,207,Monthly Inspection,1M,207,Monthly Lubrication,1M,,,,,,,,,,,,
SF - Star/Screw Feeder,Coal Mill,Mechanical,SF-720,70383,207,Monthly Inspection,1M,207,Monthly Lubrication,1M,,,,,,,,,,,,
SF - Star/Screw Feeder,Coal Mill,Mechanical,SF-720,70383,207,Monthly Inspection,1M,207,Monthly Lubrication,1M,,,,,,,,,,,,
SF - Star/Screw Feeder,Coal Mill,Mechanical,SF-721,70383,207,Monthly Inspection,1M,207,Monthly Lubrication,1M,,,,,,,,,,,,
SF - Star/Screw Feeder,Coal Mill,Mechanical,SF-721,70383,207,Monthly Inspection,1M,207,Monthly Lubrication,1M,,,,,,,,,,,,
SF - Star/Screw Feeder,Coal Mill,Mechanical,SF-740,70383,207,Monthly Inspection,1M,207,Monthly Lubrication,1M,,,,,,,,,,,,
SF - Star/Screw Feeder,Coal Mill,Mechanical,SF-740,70383,207,Monthly Inspection,1M,207,Monthly Lubrication,1M,,,,,,,,,,,,
SF - Star/Screw Feeder,Coal Mill,Mechanical,SF-742,70383,207,Monthly Inspection,1M,207,Monthly Lubrication,1M,,,,,,,,,,,,
SF - Star/Screw Feeder,Coal Mill,Mechanical,SF-742,70383,207,Monthly Inspection,1M,207,Monthly Lubrication,1M,,,,,,,,,,,,
SF - Star/Screw Feeder,Coal Mill,Mechanical,SF-744,70383,207,Monthly Inspection,1M,207,Monthly Lubrication,1M,,,,,,,,,,,,
SF - Star/Screw Feeder,Coal Mill,Mechanical,SF-744,70383,207,Monthly Inspection,1M,207,Monthly Lubrication,1M,,,,,,,,,,,,
SG - Slide Gate,Coal Mill,Mechanical,SG-720,70383,208,Monthly Inspection,1M,,,,,,,,,,,,,,,
SG - Slide Gate,Coal Mill,Mechanical,SG-721,70383,208,Monthly Inspection,1M,,,,,,,,,,,,,,,
SG - Slide Gate,Coal Mill,Mechanical,SG-722,70383,208,Monthly Inspection,1M,,,,,,,,,,,,,,,
SG - Slide Gate,Coal Mill,Mechanical,SG-723,70383,208,Monthly Inspection,1M,,,,,,,,,,,,,,,
SG - Slide Gate,Coal Mill,Mechanical,SG-724,70383,208,Monthly Inspection,1M,,,,,,,,,,,,,,,
SG - Slide Gate,Coal Mill,Mechanical,SG-740,70383,208,Monthly Inspection,1M,,,,,,,,,,,,,,,
SG - Slide Gate,Coal Mill,Mechanical,SG-741,70383,208,Monthly Inspection,1M,,,,,,,,,,,,,,,
SG - Slide Gate,Coal Mill,Mechanical,SG-742,70383,208,Monthly Inspection,1M,,,,,,,,,,,,,,,
SG - Slide Gate,Coal Mill,Mechanical,SG-743,70383,208,Monthly Inspection,1M,,,,,,,,,,,,,,,
SG - Slide Gate,Coal Mill,Mechanical,SG-744,70383,208,Monthly Inspection,1M,,,,,,,,,,,,,,,
SG - Slide Gate,Coal Mill,Mechanical,SG-745,70383,208,Monthly Inspection,1M,,,,,,,,,,,,,,,
SK - Stack,Coal Mill,Mechanical,SK-720,70383,209,Monthly Inspection,1M,,,,,,,,,,,,,,,
SP - Sump Pump,Coal Mill,Mechanical,SP-700,70383,210,Monthly Inspection,1M,,,,,,,,,,,,,,,
ST - Spray/Structural Tower,Coal Mill,Mechanical,ST-720,70383,211,Monthly Inspection,1M,,,,,,,,,,,,,,,
ST - Spray/Structural Tower,Coal Mill,Mechanical,ST-740,70383,211,Monthly Inspection,1M,,,,,,,,,,,,,,,
SV - Single Tip Valve,Coal Mill,Mechanical,STV-720,70383,212,Monthly Inspection,1M,,,,,,,,,,,,,,,
TP - Tripper,Coal Mill,Mechanical,TRP-710,70383,213,Monthly Inspection,1M,,,,,,,,,,,,,,,
BV - Valve,Coal Mill,Mechanical,VA-394E,70383,214,Monthly Inspection,1M,,,,,,,,,,,,,,,
BV - Valve,Coal Mill,Mechanical,VA-394F,70383,214,Monthly Inspection,1M,,,,,,,,,,,,,,,
BV - Valve,Coal Mill,Mechanical,VA-395A,70383,214,Monthly Inspection,1M,,,,,,,,,,,,,,,
BV - Valve,Coal Mill,Mechanical,VA-395D,70383,214,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,Coal Mill,Mechanical,VA-720,70383,214,Monthly Inspection,1M,,,,,,,,,,,,,,,
BI - Valve,Coal Mill,Mechanical,VA-740,70383,214,Monthly Inspection,1M,,,,,,,,,,,,,,,
BI - Valve,Coal Mill,Mechanical,VA-742,70383,214,Monthly Inspection,1M,,,,,,,,,,,,,,,
BI - Valve,Coal Mill,Mechanical,VA-744,70383,214,Monthly Inspection,1M,,,,,,,,,,,,,,,
WF - Weigh Feeder,Coal Mill,Mechanical,WF-720,70383,215,Monthly Inspection,1M,215,Monthly Lubrication,1M,,,,,,,,,,,,
WF - Weigh Feeder,Coal Mill,Mechanical,WF-720,70383,215,Monthly Inspection,1M,215,Monthly Lubrication,1M,,,,,,,,,,,,
WF - Weigh Feeder,Coal Mill,Mechanical,WF-721,70383,215,Monthly Inspection,1M,215,Monthly Lubrication,1M,,,,,,,,,,,,
WF - Weigh Feeder,Coal Mill,Mechanical,WF-721,70383,215,Monthly Inspection,1M,215,Monthly Lubrication,1M,,,,,,,,,,,,
WF - Weigh Feeder,Coal Mill,Mechanical,WF-740,70383,215,Monthly Inspection,1M,215,Monthly Lubrication,1M,,,,,,,,,,,,
WF - Weigh Feeder,Coal Mill,Mechanical,WF-740,70383,215,Monthly Inspection,1M,215,Monthly Lubrication,1M,,,,,,,,,,,,
WF - Weigh Feeder,Coal Mill,Mechanical,WF-742,70383,215,Monthly Inspection,1M,215,Monthly Lubrication,1M,,,,,,,,,,,,
WF - Weigh Feeder,Coal Mill,Mechanical,WF-742,70383,215,Monthly Inspection,1M,215,Monthly Lubrication,1M,,,,,,,,,,,,
WF - Weigh Feeder,Coal Mill,Mechanical,WF-744,70383,215,Monthly Inspection,1M,215,Monthly Lubrication,1M,,,,,,,,,,,,
WF - Weigh Feeder,Coal Mill,Mechanical,WF-744,70383,215,Monthly Inspection,1M,215,Monthly Lubrication,1M,,,,,,,,,,,,
AC - Airslide,New Silos,Mechanical,AC-12A,70610,216,Monthly Inspection,1M,,,,,,,,,,,,,,,
AC - Airslide,New Silos,Mechanical,AC-12C,70610,216,Monthly Inspection,1M,,,,,,,,,,,,,,,
AC - Airslide,New Silos,Mechanical,AC-12D,70610,216,Monthly Inspection,1M,,,,,,,,,,,,,,,
AC - Airslide,New Silos,Mechanical,AC-12E,70610,216,Monthly Inspection,1M,,,,,,,,,,,,,,,
AC - Airslide,New Silos,Mechanical,AC-12F,70610,216,Monthly Inspection,1M,,,,,,,,,,,,,,,
AC - Airslide,New Silos,Mechanical,AC-12G,70610,216,Monthly Inspection,1M,,,,,,,,,,,,,,,
AC - Airslide,New Silos,Mechanical,AC-14A,70610,216,Monthly Inspection,1M,,,,,,,,,,,,,,,
AC - Airslide,New Silos,Mechanical,AC-14B,70610,216,Monthly Inspection,1M,,,,,,,,,,,,,,,
AC - Airslide,New Silos,Mechanical,AC-14C,70610,216,Monthly Inspection,1M,,,,,,,,,,,,,,,
AC - Airslide,New Silos,Mechanical,AC-14D,70610,216,Monthly Inspection,1M,,,,,,,,,,,,,,,
AC - Airslide,New Silos,Mechanical,AC-15,70610,216,Monthly Inspection,1M,,,,,,,,,,,,,,,
AC - Airslide,New Silos,Mechanical,AC-15A,70610,216,Monthly Inspection,1M,,,,,,,,,,,,,,,
AC - Airslide,New Silos,Mechanical,AC-16,70610,216,Monthly Inspection,1M,,,,,,,,,,,,,,,
AC - Airslide,New Silos,Mechanical,AC-16A,70610,216,Monthly Inspection,1M,,,,,,,,,,,,,,,
AC - Airslide,New Silos,Mechanical,AC-17,70610,216,Monthly Inspection,1M,,,,,,,,,,,,,,,
AC - Airslide,New Silos,Mechanical,AC-17A,70610,216,Monthly Inspection,1M,,,,,,,,,,,,,,,
AC - Airslide,New Silos,Mechanical,AC-17B,70610,216,Monthly Inspection,1M,,,,,,,,,,,,,,,
AC - Airslide,New Silos,Mechanical,AC-17C,70610,216,Monthly Inspection,1M,,,,,,,,,,,,,,,
BU - Butterfly Valve,New Silos,Mechanical,BFV-012,70610,217,Monthly Inspection,1M,,,,,,,,,,,,,,,
BU - Butterfly Valve,New Silos,Mechanical,BFV-014,70610,217,Monthly Inspection,1M,,,,,,,,,,,,,,,
BU - Butterfly Valve,New Silos,Mechanical,BFV-014A,70610,217,Monthly Inspection,1M,,,,,,,,,,,,,,,
BU - Butterfly Valve,New Silos,Mechanical,BFV-015,70610,217,Monthly Inspection,1M,,,,,,,,,,,,,,,
BU - Butterfly Valve,New Silos,Mechanical,BFV-017,70610,217,Monthly Inspection,1M,,,,,,,,,,,,,,,
BU - Butterfly Valve,New Silos,Mechanical,BFV-032 ,70410,217,Monthly Inspection,1M,,,,,,,,,,,,,,,
BU - Butterfly Valve,New Silos,Mechanical,BFV-033 ,70410,217,Monthly Inspection,1M,,,,,,,,,,,,,,,
BU - Butterfly Valve,New Silos,Mechanical,BFV-34,70610,217,Monthly Inspection,1M,,,,,,,,,,,,,,,
BU - Butterfly Valve,New Silos,Mechanical,BFV-35,70610,217,Monthly Inspection,1M,,,,,,,,,,,,,,,
BU - Butterfly Valve,New Silos,Mechanical,BFV-36,70610,217,Monthly Inspection,1M,,,,,,,,,,,,,,,
BU - Butterfly Valve,New Silos,Mechanical,BFV-37,70610,217,Monthly Inspection,1M,,,,,,,,,,,,,,,
CA - Compressor,New Silos,Mechanical,CA-80 ,70610,218,Monthly Inspection,1M,,,,,,,,,,,,,,,
CA - Compressor,New Silos,Mechanical,CA-81 ,70610,218,Monthly Inspection,1M,,,,,,,,,,,,,,,
CA - Compressor,New Silos,Mechanical,CA-82 ,70610,218,Monthly Inspection,1M,,,,,,,,,,,,,,,
CA - Compressor,New Silos,Mechanical,CA-83 ,70610,218,Monthly Inspection,1M,,,,,,,,,,,,,,,
CA - Compressor,New Silos,Mechanical,CA-96 ,70610,218,Monthly Inspection,1M,,,,,,,,,,,,,,,
CA - Compressor,New Silos,Mechanical,CA-97 ,70610,218,Monthly Inspection,1M,,,,,,,,,,,,,,,
CA - Compressor,New Silos,Mechanical,CA-98,70610,218,Monthly Inspection,1M,,,,,,,,,,,,,,,
CA - Compressor,New Silos,Mechanical,CA-99 ,70610,218,Monthly Inspection,1M,,,,,,,,,,,,,,,
CP - Cement Pump,New Silos,Mechanical,CP-24 ,70610,219,Monthly Inspection,1M,219,Monthly Lubrication,1M,,,,,,,,,,,,
DC - Dust Collector,New Silos,Mechanical,DC-44,70410,220,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,New Silos,Mechanical,DC-45,70610,220,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,New Silos,Mechanical,DC-46,70610,220,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,New Silos,Mechanical,DC-56,70410,220,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,New Silos,Mechanical,DC-57,70410,220,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,New Silos,Mechanical,DC-58,70410,220,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,New Silos,Mechanical,DC-59,70610,220,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,New Silos,Mechanical,DC-60,70610,220,Monthly Inspection,1M,,,,,,,,,,,,,,,
